wep,mode,cut_by,day_obs,intra,extra,target,focusz_intra,focusz_extra,peak_extra,fit_success,nfev,chi_square,fwhm,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
ts_wep_17.8.1,native,ts_wep_17.8.1,20260602,2026060200141,2026060200142,HD  85693,0.800000011920929,-0.801099956035614,9512.2666015625,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260602,2026060200141,2026060200142,HD  85693,0.800000011920929,-0.801099956035614,9512.2666015625,1.0,20.0,2371.4456158201006,1.732623660745639,-9.333967063402552,93.08494259207426,-99.74220990186684,-6.866590864624377,20.157880666266003,-32.19026216064771,-35.302993347464444,-38.95958444534691,-2.7912501406369388,-0.22182115466875335,-17.75060917182909,8.050475117422227,5.530711833494944,4.23510007509828,2.3627638271019835,6.51450525360242,-2.929282463815235,-4.497115338679603,41.752310506327646
ts_wep_17.8.1,native,ts_wep_17.8.1,20260611,2026061100014,2026061100015,HD 100975,0.8302059173583984,-0.7708940505981445,42939.3203125,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260611,2026061100014,2026061100015,HD 100975,0.8302059173583984,-0.7708940505981445,42939.3203125,1.0,23.0,2546.9501313534947,1.6544818150726668,8.633969968008637,256.99166761988073,-104.48161729618705,-0.722176072666177,6.7926030366056835,37.95241006463512,-29.16091600820205,-27.49534383825616,-3.444997891856589,-11.620633804977741,-24.363126419180837,5.548568835129538,6.313365744962413,-11.146716891497418,7.82709956329923,-7.178747841374891,-2.8701800903290597,-3.505213721932814,40.50604600799648
ts_wep_17.8.1,native,ts_wep_17.8.1,20260619,2026061900049,2026061900050,HD 114891,0.7958601713180542,-0.8052397966384888,87797.046875,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260619,2026061900049,2026061900050,HD 114891,0.7958601713180542,-0.8052397966384888,87797.046875,1.0,23.0,2308.1213273772028,2.107564025158067,-73.37748815372585,229.7876048562102,-150.0124780342139,-5.246271250167088,54.45665530284093,13.158901350126015,-109.65744886519785,-83.8745079444582,28.370677023936302,-28.917855719152254,-32.00788862372736,-21.537474713030107,-5.915307298017391,-26.53408530113018,7.560334191802134,-0.26577412808702916,5.474380535997221,-9.290123970517724,58.10765800805232
ts_wep_17.8.1,native,ts_wep_17.8.1,20260621,2026062100013,2026062100014,HD 101980,0.8083563446998596,-0.7927436232566833,104600.1171875,1.0,2.0,88562038731.90686,1.0,-2.1082325124892116,-0.5046425274715249,17.71897485012893,8.36904648762375,-0.42573908915187525,0.00041684849658857033,-1.8781135541059054e-05,-0.13590878864550776,0.001612682391684914,0.00017826402228399217,-3.639479295531449e-08,-1.0367241674377337e-07,-0.00032281252666956924,0.0007926249742860704,-4.0263866061133206e-08,6.195588658756751e-07,-1.6324905168504706e-08,3.3215160105163794e-08,-0.0007407144647398579
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260621,2026062100013,2026062100014,HD 101980,0.8083563446998596,-0.7927436232566833,104600.1171875,1.0,21.0,9744.779345694695,4.5541684937553955,109.28783695663219,-25.78878055967577,248.01480762521257,-23.629221849362462,81.39331853608257,46.54811626151112,-239.56454490558488,1.1976457369001885,-3.6186042918851222,14.171120303074138,-2.1272281949982412,-56.423020405649865,-43.059387945261555,2.1738908972334,16.582090963238915,-2.261826579616256,-37.55347441179616,26.94945782836388,-22.43842051471773
ts_wep_17.8.1,native,ts_wep_17.8.1,20260623,2026062300483,2026062300484,HD 187605,0.800000011920929,-0.801099956035614,110222.390625,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260623,2026062300483,2026062300484,HD 187605,0.800000011920929,-0.801099956035614,110222.390625,1.0,22.0,2658.2561155579915,1.9149034487046526,-90.32214371153287,45.95192465839918,-66.1796211009341,-45.58783017085399,52.03581455256656,-18.614549236400393,-38.90734496748514,-86.95777392532521,-15.786008920625054,-7.357031360961342,-16.903832194137127,9.126659210932614,8.978787523234951,3.319116607925305,4.242803365373362,-1.4927279426961666,2.514458140685115,-6.551272560996003,57.1390303060895
ts_wep_17.8.1,native,ts_wep_17.8.1,20260624,2026062400597,2026062400598,HD 198842,0.8022910952568054,-0.7988088726997375,82432.265625,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260624,2026062400597,2026062400598,HD 198842,0.8022910952568054,-0.7988088726997375,82432.265625,1.0,22.0,2569.4222294191377,1.981247148277837,-59.801249364577274,42.175476034593615,-96.90974555676448,-0.04089319920299911,7.960223795584085,-34.238754051013935,-7.853109680651788,-85.11588297973782,2.3485134492169712,10.857737480712581,3.0080629467830784,-3.369471265340489,-4.107448816075396,9.569404464547603,-2.7154402956932806,2.6273611849850966,6.0692646785236395,2.401551568684253,57.543405830332766
ts_wep_17.8.1,native,ts_wep_17.8.1,20260626,2026062600156,2026062600157,HD 127304,1.2800002098083496,-0.32109972834587097,94464.3515625,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260626,2026062600156,2026062600157,HD 127304,1.2800002098083496,-0.32109972834587097,94464.3515625,1.0,21.0,8130.698096470675,3.2534469510640216,-200.92681322986076,-532.8619136323723,793.3622168871931,-96.7603133282095,591.6580468730997,36.330481610515115,-319.9218186632624,-86.58046882861709,26.05093122551731,49.42432882224724,92.80225638389945,-166.52600357494217,-98.77607202444032,45.90184237743263,116.82910666525699,-35.665988926143925,11.861732659148577,-78.31236724941336,35.62421197147054
ts_wep_17.8.1,native,ts_wep_17.8.1,20260628,2026062800015,2026062800016,HD  94267,0.7878454327583313,-0.8132545351982117,60954.06640625,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260628,2026062800015,2026062800016,HD  94267,0.7878454327583313,-0.8132545351982117,60954.06640625,1.0,21.0,2632.0865751375727,1.945338833095389,-16.200107261025593,181.62443075555203,-95.4528789321075,12.554272039120033,6.604613040938292,43.48177992726111,-91.63406418534356,-79.23289617609231,1.3087223061001052,-12.343914681579758,-77.03526824964587,18.1243981471557,-1.820362820603778,12.503230361566018,12.800922167751231,-13.281327827028033,0.9488741611959706,15.894500231358371,55.00554487295661
ts_wep_17.8.1,native,ts_wep_17.8.1,20260629,2026062900079,2026062900080,HD 113131,0.8120972514152527,-0.7890027165412903,1597.13232421875,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260629,2026062900079,2026062900080,HD 113131,0.8120972514152527,-0.7890027165412903,1597.13232421875,1.0,23.0,3136.8573648130578,2.179651793866381,-26.45893204603521,173.52687888345872,-219.42029538942748,0.32910296790210725,-24.383651786851583,-23.176258493650778,-26.350516294484777,-43.2101074464243,5.159499981958193,-6.70798182460237,-24.181356122300155,-3.8731770087158974,9.968127786408203,6.177284710950388,5.691416703039851,2.339731382928327,3.4321293159693034,12.517236401241007,48.5470728230163
ts_wep_17.8.1,native,ts_wep_17.8.1,20260701,2026070100126,2026070100127,HD 220815,0.7660382986068726,-0.8350616693496704,50140.71484375,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ts_wep_17.8.1,fixed,ts_wep_17.8.1,20260701,2026070100126,2026070100127,HD 220815,0.7660382986068726,-0.8350616693496704,50140.71484375,1.0,22.0,2957.8315419784085,2.545842789979709,-42.63799729059275,221.3592354453885,-60.90363722908253,-40.55408372971085,-6.9744329550047475,50.75750756474226,-44.65732285284717,-27.33219867966547,14.736806771596115,13.764270486971206,-106.28650945441504,8.18686351236901,12.730104851318142,3.1025782904312758,14.053652120589135,-6.109858733890115,-4.527721121671644,-5.9778769839890264,38.60839227213088
ts_wep_17.8.1,native,ts_wep_17.8.1,20260706,2026070600017,2026070600018,HD 121699,0.8234219551086426,-0.7776780128479004,25632.171875,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
